session_id,"question_key","answer_value",answer_order
1399834,"currentSavings","0",22
1399834,"location","5ed5400f83eb7b2760d9fe4e5066f6da",19
1399835,"currentSavings","3",24
1399835,"location","98a361c41dd6204d4ac5952d215a4157",21
1399836,"currentSavings","3",24
1399836,"location","36eb49f8bb1c04379dd4ac3ae0f9d9ee",21
1399837,"currentSavings","0",25
1399837,"location","0caa694ffbe5d4bc7a4f359989388fdb",22
1399838,"currentSavings","2",23
1399838,"location","4543d7ce448922c50a77e0c44bf2ecb4",20
1399839,"currentSavings","4",23
1399839,"location","fc27488875c9b7c2e3f1092b56d9501f",20
1399840,"currentSavings","3",23
1399840,"location","ae56d2a9a2f304ea950d052938966137",20
1399841,"currentSavings","4",26
1399841,"location","2ef4ebb167746897c151f0bed46d1994",23
1399842,"currentSavings","3",24
1399842,"location","27927ee9b8151647f19545c0fe8e78ab",21
1399843,"currentSavings","1",23
1399843,"location","0fa99a0a6453b7f352fb0e7d6560d8c7",20
1399844,"currentSavings","3",23
1399844,"location","bea086e2b8b1ae2295818dd84714a128",20
1399845,"currentSavings","4",24
1399845,"location","247ad943f6dde95b3429e21616e96ae9",21
1399846,"currentSavings","4",23
1399846,"location","46fea1f725945005c437e60f56b4d76f",20
1399847,"currentSavings","1",25
1399847,"location","d14d4fbd9721592f93483e3b4e3e3ead",22
1399848,"currentSavings","1",23
1399848,"location","2979158b9c1e72755a8961f03e3580f5",20
1399849,"currentSavings","0",23
1399849,"location","c40efe4f224024e7a82960c135225f44",20
1399850,"currentSavings","4",23
1399850,"location","6b18d371703cf5221bc39c1a03a3be64",20
1399851,"currentSavings","4",22
1399851,"location","750622b888646661fb918749ee3e550f",19
1399852,"currentSavings","4",24
1399852,"location","dbf2ae93f60eaad0fb41b46ffa86e51b",21
1399853,"currentSavings","0",25
1399853,"location","efd61f4de501214b16245d65f1e2e22a",22
1399854,"currentSavings","2",23
1399854,"location","0c6067e0417d32f71a6a15556ee5d6c6",20
1399855,"currentSavings","0",22
1399855,"location","1b5a20ecfe3f340e515c57053b6e0763",19
1399856,"currentSavings","3",25
1399856,"location","64fbbe8cba26f3d665e8af33ae3ead71",22
1399857,"currentSavings","3",24
1399857,"location","b20c2c2d0f451907da194c990cc03b35",21
1399858,"currentSavings","1",24
1399858,"location","3ff265a586f98f795ae8bc6d56c7f5e8",21
1399859,"currentSavings","3",24
1399859,"location","be18f4dac22b7a34ce750a5e3e2eed21",21
1399860,"currentSavings","2",23
1399860,"location","4113e430544c25cc1af8e2317f4b7875",20
1399861,"currentSavings","4",23
1399861,"location","dd5fe2c6fef2fe64d0e401e2cf6dbdf0",20
1399862,"currentSavings","3",26
1399862,"location","ac09bdc10c90d57bd2d9117485ce3fa7",23
1399863,"currentSavings","1",24
1399863,"location","ee4355ad016d8a5317ccbe0a449d9bb4",21
1399864,"currentSavings","2",23
1399864,"location","55ccb628432f3f6d0f1ada7e42f8b447",20
1399865,"currentSavings","3",23
1399865,"location","aca674460798a61fadf139e8597f8df5",20
1399866,"currentSavings","3",24
1399866,"location","14455a4dee32fb0787bc586bec8eb582",21
1399867,"currentSavings","4",24
1399867,"location","f0547ecd4e64a31e247c34b64547f812",21
1399868,"currentSavings","1",22
1399868,"location","5f310493d17ffdea442a5550a3536d9b",19
1399869,"currentSavings","2",24
1399869,"location","84e18874321e3ce3bbed87e600c09ef2",21
1399870,"currentSavings","0",22
1399870,"location","47820c9bf8a7505b11289bab529c7e22",19
1399871,"currentSavings","5",24
1399871,"location","34fc99320da3e4c777062699d4fc8e65",21
1399872,"currentSavings","1",23
1399872,"location","a988983c58fd323084d24f2ad0a615e3",20
1399873,"currentSavings","4",23
1399873,"location","b137cf708f9f63af16536737e70508ba",20
1399874,"currentSavings","5",23
1399874,"location","41ac67fc0943e6d7fd4fc607cb65c45e",20
1399875,"currentSavings","3",22
1399875,"location","359921311eb03925a64307dfb4255a9a",19
1399876,"currentSavings","1",24
1399876,"location","f621f27661e5da0ee6019f6c7841bb47",21
1399877,"currentSavings","0",25
1399877,"location","b78a3ab47f9428edc94933f38bad02b8",22
1399878,"currentSavings","4",23
1399878,"location","e50f0810cc8227bfcd21d2ec333c48de",20
1399879,"currentSavings","0",23
1399879,"location","85254bdc5dd79fbd18f460281e7482a1",20
1399880,"currentSavings","3",24
1399880,"location","9d8f28a68408298dc2bc1e3b29b3f3ed",21
1399881,"currentSavings","0",22
1399881,"location","47820c9bf8a7505b11289bab529c7e22",19
1399882,"currentSavings","2",22
1399882,"location","9bd81dc8888424bc78667f18017bdf42",19
1399883,"currentSavings","3",25
1399883,"location","29eafc27fdf31dfc7feae0d495fb8ead",22
1399884,"currentSavings","2",24
1399884,"location","6d262337fe1acb367cab78bf0b9adf27",21
1399885,"currentSavings","3",23
1399885,"location","9184a041ce18953012722dcfa9052c39",20
1399886,"currentSavings","3",24
1399886,"location","37e6e4e2119429cc706800caa00fb851",21
1399887,"currentSavings","2",23
1399887,"location","191eb5aada767fe0ea3042ee38da74b9",20
1399888,"currentSavings","0",25
1399888,"location","bbb26a984d96ad601e940a5fbadd77ee",22
1399889,"currentSavings","1",24
1399889,"location","58366cc25c833fe7ec47bdf70c996182",21
1399890,"currentSavings","4",24
1399890,"location","b76f4e72625e1782dd4758a45cbc1cd6",21
1399891,"currentSavings","3",24
1399891,"location","239771729fe22c7c1bdbf136f7304eed",21
1399892,"currentSavings","2",22
1399892,"location","56bc2ffafe5268122fb8c00807dea91f",19
1399893,"currentSavings","1",23
1399893,"location","8afb600704471af17fe6155404d412c9",20
1399894,"currentSavings","4",24
1399894,"location","a0678290f4aae6d46a585b357d2122fc",21
1399895,"currentSavings","3",22
1399895,"location","0603da4d5cfc371e3d96b12023c30874",19
1399896,"currentSavings","4",22
1399896,"location","8c51bfe45107c445bcd980ab4307cad9",19
1399897,"currentSavings","3",24
1399897,"location","11f2365950119362500e06af693e380b",21
1399898,"currentSavings","2",23
1399898,"location","e940a3ba6df738388b772344a8a112e4",20
1399899,"currentSavings","3",26
1399899,"location","1a27f73decae937dc9b57be2d005992d",23
1399900,"currentSavings","2",26
1399900,"location","b92f8ab7a47e21fb033068842d6663b0",23
1399901,"currentSavings","1",23
1399901,"location","e5e5a9f766c8f3c68c64695d7a81c287",20
1399902,"currentSavings","3",24
1399902,"location","899d3e85c91dbd9e011b52b6b4145d11",21
1399903,"currentSavings","3",24
1399903,"location","c6852f035cd6c4c21c3fc2ef8496f759",21
1399904,"currentSavings","3",22
1399904,"location","3ec501b562c6038d2ffabafcbac37cd3",19
1399905,"currentSavings","1",22
1399905,"location","6c6ad2f1b7908e8701dcc0295f5c475d",19
1399906,"currentSavings","2",22
1399906,"location","6fcbe11b19a4827c0a8ef7cfc1e33eaf",19
1399907,"currentSavings","3",24
1399907,"location","0312c4b8f08be04fc109109fba92a7b0",21
1399908,"currentSavings","3",24
1399908,"location","3dc19dd69b49e6e3f66f52047ec0a224",21
1399909,"currentSavings","1",24
1399909,"location","69e7c070aa9a41a9f4120aa47ff3e806",21
1399910,"currentSavings","3",23
1399910,"location","a0619ea49957fc57043c20f3d22f6b6b",20
1399911,"currentSavings","2",23
1399911,"location","01b8b6487be01c3ec865f52aac30f266",20
1399912,"currentSavings","3",23
1399912,"location","8e6a4217e8a7391fdc7e89a120fe5d86",20
1399913,"currentSavings","3",22
1399913,"location","74c15bd0d86cd6b9bba91a6ad7f3c3a8",19
1399914,"currentSavings","2",24
1399914,"location","ea1350ae23fe71f26de3107232ae30bc",21
1399915,"currentSavings","0",22
1399915,"location","4cd49fbe2d34eb7969480e22fe93a8db",19
1399916,"currentSavings","2",22
1399916,"location","60c75132dc4a848c0e2c0caa4df8df19",19
1399917,"currentSavings","0",24
1399917,"location","5492326a9fbbd31cc3eaa0d976d1ab7a",21
1399918,"currentSavings","3",25
1399918,"location","b2bda5107e30f358ff7e47bd0fe6c828",22
1399919,"currentSavings","4",23
1399919,"location","b7b1b07cc9e64b20d35f5200cc518ede",20
1399920,"currentSavings","0",22
1399920,"location","d0be108008af12f0ef87feb443bef5c6",19
1399921,"currentSavings","4",23
1399921,"location","5de7f0ef4e9a01225ff48878801625ea",20
1399922,"currentSavings","3",22
1399922,"location","3e53ae683f8e8c84221db763b30fe907",19
1399923,"currentSavings","2",25
1399923,"location","e940a3ba6df738388b772344a8a112e4",22
1399924,"currentSavings","4",23
1399924,"location","f73ccc958389448f2b4c725f5149760b",20
1399925,"currentSavings","4",24
1399925,"location","a522fbd52ff0d8e2c9faf085e7ec0966",21
1399926,"currentSavings","3",24
1399926,"location","abb2e494d8466016a029303922ed70b8",21
1399927,"currentSavings","3",23
1399927,"location","07662abf6d1635f05215d0614a1b6329",20
1399928,"currentSavings","0",23
1399928,"location","6551eee9b14143cac7eb1baf35ed4739",20
1399929,"currentSavings","0",23
1399929,"location","ff6a45350791d8eeadcf9666c7848835",20
1399930,"currentSavings","3",24
1399930,"location","60eb67dc94898061636fa066e0e5cd33",21
1399931,"currentSavings","2",24
1399931,"location","08fe05c77e459000f123aabde07bfc87",21
1399932,"currentSavings","2",24
1399932,"location","aaecddfe7d8ecad1ebfd824f0e43bc28",21
1399933,"currentSavings","3",23
1399933,"location","f2275bd06f31524ab9dc5d997cb90c73",20
1399934,"currentSavings","5",22
1399934,"location","5b209bd59025f74b380134f741207b20",19
1399935,"currentSavings","3",23
1399935,"location","dbf60138c911308b0c99510ba80c36cc",20
1399936,"currentSavings","1",24
1399936,"location","ba7e9320c27156689a2fe6fa00e6f50b",21
1399937,"currentSavings","3",25
1399937,"location","63ec03727a772694ec3d65026d0e8ff0",22
1399938,"currentSavings","3",24
1399938,"location","dea535178c7cc66cd64a57946b006ef2",21
1399939,"currentSavings","4",24
1399939,"location","3651084f2100c6e369b1d2d396df4291",21
1399940,"currentSavings","0",25
1399940,"location","8e1da93be98c91053ef56a0d7b9e3f9c",22
1399941,"currentSavings","3",26
1399941,"location","87beda256fb458032e2ca68974cc3acc",23
1399942,"currentSavings","0",25
1399942,"location","87e5534d9bc0a57552c66125db770c46",22
1399943,"currentSavings","1",23
1399943,"location","8f7227b8c4e8914a30e6a56979249138",20
1399944,"currentSavings","3",23
1399944,"location","21a38ed2ee0c2c081c31286d29db2acc",20
1399945,"currentSavings","4",24
1399945,"location","8df7d01d229a1f6d0e6e8ead21cd3bd2",21
1399946,"currentSavings","4",24
1399946,"location","9223cdaf5b279647579b75a390304a7a",21
1399947,"currentSavings","4",26
1399947,"location","708985cc1d6977124e38b27ee7cba1f2",23
1399948,"currentSavings","4",24
1399948,"location","9d4ab7e058d08362d5afd12b6d4e146c",21
1399949,"currentSavings","0",22
1399949,"location","5ed5400f83eb7b2760d9fe4e5066f6da",19
1399950,"currentSavings","4",23
1399950,"location","8b649862360f1c2b5ccee333c282b1d4",20
1399951,"currentSavings","2",23
1399951,"location","8301f99aa26536037481546bf5543536",20
1399952,"currentSavings","3",23
1399952,"location","47af10edfc4c96329531345635a4baa9",20
1399953,"currentSavings","0",23
1399953,"location","1853414c691b3e17ad1a14b23dfb9598",20
1399954,"currentSavings","3",23
1399954,"location","e672848731d3b73445e638650520c9c9",20
1399955,"currentSavings","3",23
1399955,"location","2100ead9400a025a92a40e78a359d60c",20
1399956,"currentSavings","0",24
1399956,"location","5e5d75aab7ba044c2bfaa2e0998395f9",21
1399957,"currentSavings","1",24
1399957,"location","f0c14413b7ed76e8217d93afed57662d",21
1399958,"currentSavings","0",23
1399958,"location","37aa66e8794da1302fecd980928e950a",20
1399959,"currentSavings","3",23
1399959,"location","0acedbe660712601203336d1bcc3de49",20
1399960,"currentSavings","2",23
1399960,"location","abb451a12cf1a9d93292e81f0d4fdd7a",20
1399961,"currentSavings","3",22
1399961,"location","fa5fa4e1e9d78c77df2bc11fe495d80d",19
1399962,"currentSavings","0",23
1399962,"location","0374aee111fb3142383abdfc77c28285",20
1399963,"currentSavings","2",23
1399963,"location","16186725c8e4fa92a1670738dbaa57a1",20
1399964,"currentSavings","3",23
1399964,"location","c478e3e969526ec51b21a73d17658c5d",20
1399965,"currentSavings","4",25
1399965,"location","fec3392b0dc073244d38eba1feb8e6b7",22
1399966,"currentSavings","2",24
1399966,"location","4de45900f9e0197c8fa42369e00e2734",21
1399967,"currentSavings","3",22
1399967,"location","b1f130b49d0fcfa2348098ee4467452f",19
1399968,"currentSavings","1",23
1399968,"location","2a8bc5a84b09c3c4cf2fab0961b1207a",20
1399969,"currentSavings","2",23
1399969,"location","186b9c4e15d0dfece1765c0a5cfb8e33",20
1399970,"currentSavings","2",25
1399970,"location","ac01a8fa8204f8dcc9b09368ca9d3659",22
1399971,"currentSavings","0",23
1399971,"location","e50f0810cc8227bfcd21d2ec333c48de",20
1399972,"currentSavings","3",23
1399972,"location","33b2260650d881180c21b62b4de5f3d2",20
1399973,"currentSavings","0",23
1399973,"location","8f0ba28049c871e3c7f552a32affdbe5",20
1399974,"currentSavings","0",22
1399974,"location","ed88c4ef8640b798ca1078737e97bc54",19
1399975,"currentSavings","4",23
1399975,"location","496b74af94f4523b7c516ec9652a000f",20
1399976,"currentSavings","1",26
1399976,"location","e0980b732d8f6b121b777eb204f94b30",23
1399977,"currentSavings","4",24
1399977,"location","77c21357d4c3507fb90e660aff4409ce",21
1399978,"currentSavings","1",26
1399978,"location","b9121f1db9d4771da790da05438d0e05",23
1399979,"currentSavings","2",25
1399979,"location","b2ce9d494ce6a8c3720004fb8dc8c857",22
1399980,"currentSavings","2",24
1399980,"location","708985cc1d6977124e38b27ee7cba1f2",21
1399981,"currentSavings","3",23
1399981,"location","cbba3c8b01651547363ea6269d1b94be",20
1399982,"currentSavings","0",23
1399982,"location","f4ed3f6aa2baaced0d790bbd9d7ead15",20
1399983,"currentSavings","1",22
1399983,"location","73c730319cf839f143bf40954448ce39",19
1399984,"currentSavings","0",23
1399984,"location","7a6cf796456b6d7c4c2bde93dd17c682",20
1399985,"currentSavings","4",22
1399985,"location","46235a3abdd04841af13c4d768f13c21",19
1399986,"currentSavings","1",24
1399986,"location","aac7b7cb07315ca154d20b8a94366411",21
1399987,"currentSavings","3",24
1399987,"location","d93b1cb97927f88adab75c297edf950f",21
1399988,"currentSavings","0",24
1399988,"location","e90cf065b8feb3cc423ed91808e53a1d",21
1399989,"currentSavings","3",23
1399989,"location","d3ac2f8840ead98242d6205eeff29cb4",20
1399990,"currentSavings","2",25
1399990,"location","96e9f517d4be3ec69d10cbd6c5707e30",22
1399991,"currentSavings","3",23
1399991,"location","e58f23193d264a95718c5382632908f6",20
1399992,"currentSavings","3",25
1399992,"location","2880b2f13cb8ec9d40eb453e5743eef9",22
1399993,"currentSavings","3",24
1399993,"location","b05edd78c294dcf6d960190bf5bde635",21
1399994,"currentSavings","0",23
1399994,"location","dcba90e7265f12accf0eb33b8fcb6ca4",20
1399995,"currentSavings","2",24
1399995,"location","3ae04cd9569705cc18fd51df7e870279",21
1399996,"currentSavings","3",25
1399996,"location","83ea4c8004915bf3d98661cb93607f58",22
1399997,"currentSavings","3",23
1399997,"location","f7e3b9df4fd0b3183fc4f380480c7788",20
1399998,"currentSavings","3",24
1399998,"location","d7528f9dcfa7877af9e4f86af207c469",21
1399999,"currentSavings","3",24
1399999,"location","d820acb4888625d7bc95a2f56fd18544",21
1400000,"currentSavings","4",23
1400000,"location","db53294f20e2d16dea22ca045c684182",20
1400001,"currentSavings","3",23
1400001,"location","db0d4963149c89b0cc76ffd6aaacf002",20
1400002,"currentSavings","4",23
1400002,"location","a54505e6a589aa3b38674ef107da13c1",20
1400003,"currentSavings","3",24
1400003,"location","6ea6f37c28354e994795384f82e200d2",21
1400004,"currentSavings","3",25
1400004,"location","22052ed6db7561a2a8abc3e50d68f829",22
1400005,"currentSavings","3",22
1400005,"location","0072eb621cb9df9f5b701e09feb41fcd",19
1400006,"currentSavings","2",23
1400006,"location","2f68c2e0cd8964d59dbbcfa48196b499",20
1400007,"currentSavings","0",23
1400007,"location","c92e246cb8b8116a8760a8515cf1c493",20
1400008,"currentSavings","3",25
1400008,"location","717d08a84121310b4393bb0f398377e0",22
1400009,"currentSavings","0",24
1400009,"location","7f15033d73520667f4539ac0eaf8dc2c",21
1400010,"currentSavings","3",26
1400010,"location","fc4086d44c30e34b3ffe83b44db222a9",23
1400011,"currentSavings","1",23
1400011,"location","01705df5db71738be54c3a7969eb8390",20
1400012,"currentSavings","2",23
1400012,"location","2f68c2e0cd8964d59dbbcfa48196b499",20
1400013,"currentSavings","1",23
1400013,"location","74e2945e57b290b98755a5f3f4468cb3",20
1400014,"currentSavings","2",26
1400014,"location","569566550b041b9a5d6737f21171bcc7",23
1400015,"currentSavings","3",25
1400015,"location","99dbca35d96275158a19009d183bf14a",22
1400016,"currentSavings","4",24
1400016,"location","8f8a5c9b7a15d2aab949fc295661d39d",21
1400017,"currentSavings","4",23
1400017,"location","9c817b991adf239f8164bfd384574a6a",20
1400018,"currentSavings","3",24
1400018,"location","e3aa5b42d2e5f63dc5161eedf573c215",21
1400019,"currentSavings","4",23
1400019,"location","ea970b934031dcce24ca218b017a5503",20
1400020,"currentSavings","4",23
1400020,"location","cda8323e7b825035a16cce8f275d665c",20
1400021,"currentSavings","4",23
1400021,"location","cc49a288555c28dc9d5609939bd9155d",20
1400022,"currentSavings","0",24
1400022,"location","16e62507eba0d973dc7aa14aa3aa41ab",21
1400023,"currentSavings","3",24
1400023,"location","92b11f86a8c3f4e663ef070a822e1d2b",21
1400024,"currentSavings","1",24
1400024,"location","4d23846f513a976ea538cdcba019a9a7",21
1400025,"currentSavings","0",23
1400025,"location","88c07f176a2da017f08e08e2484caf99",20
1400026,"currentSavings","3",23
1400026,"location","682bed004aa3e606604638227f1d8e6c",20
1400027,"currentSavings","0",24
1400027,"location","d286a917bfa85c1f2c139e704417d295",21
1400028,"currentSavings","4",23
1400028,"location","f42ce2685c4a67b36232c12fc83651c7",20
1400029,"currentSavings","1",25
1400029,"location","a3c72653d0ab797057f231cbeb3dfeac",22
1400030,"currentSavings","4",23
1400030,"location","9135d68826af2d0802c03554d508446e",20
1400031,"currentSavings","0",23
1400031,"location","963936ef1fd14e7142fa62d93b49f21d",20
1400032,"currentSavings","1",24
1400032,"location","aa73bf148ce3fb280f7f95144e1544a7",21
1400033,"currentSavings","4",24
1400033,"location","496b74af94f4523b7c516ec9652a000f",21
1400034,"currentSavings","0",23
1400034,"location","78bbb28f2ca60a5b9e82650b8b297cd4",20
1400035,"currentSavings","4",24
1400035,"location","19314977bddbcee40b32a08f76488685",21
1400036,"currentSavings","0",22
1400036,"location","963936ef1fd14e7142fa62d93b49f21d",19
1400037,"currentSavings","3",23
1400037,"location","5f937e78a9f11802066ba28a4f8d959f",20
1400038,"currentSavings","2",24
1400038,"location","e7845fc8e843cce720bb30f34339ed30",21
1400039,"currentSavings","3",24
1400039,"location","271b03e712a11c8c4c4b4b9153c2e29a",21
1400040,"currentSavings","4",23
1400040,"location","28234ede2437b7cbbe431f2963b7cc4f",20
1400041,"currentSavings","1",24
1400041,"location","b78a3ab47f9428edc94933f38bad02b8",21
1400042,"currentSavings","1",24
1400042,"location","d15d4180749f681ded0d53f1908ca3dd",21
1400043,"currentSavings","0",25
1400043,"location","a247e33589ec59fdaf79061d7d9daa4f",22
1400044,"currentSavings","3",24
1400044,"location","c584b5f16d72571498ee67eaba1ae361",21
1400045,"currentSavings","3",24
1400045,"location","bbc595e205a865a6afd9a8584f319f3b",21
1400046,"currentSavings","3",22
1400046,"location","500c34bea467ff2fb3c345372e4b4140",19
1400047,"currentSavings","4",25
1400047,"location","30b82803f8272e4519be8f01f15517ab",22
1400048,"currentSavings","3",23
1400048,"location","d5cf030150efe2c3617bc8fd6c355230",20
1400049,"currentSavings","4",24
1400049,"location","fc8d5986a039ea16ecfd79ac1c20a0b1",21
1400050,"currentSavings","0",25
1400050,"location","8702581b10fc44c8ee9021a967744624",22
1400051,"currentSavings","2",25
1400051,"location","3636844381b63509f2790081f79bf3c8",22
1400052,"currentSavings","0",24
1400052,"location","12ac425957335528f185ebbd3f344307",21
1400053,"currentSavings","0",24
1400053,"location","5e8c84768da5bcb14f66d92aabe75092",21
1400054,"currentSavings","3",24
1400054,"location","b5d3e132435033603de369454ecf25ed",21
1400055,"currentSavings","1",24
1400055,"location","d2abf274e3255e3f0ea3ae276c774ac6",21
1400056,"currentSavings","2",23
1400056,"location","f678a3b7005a6251cb0cf3a28f523cb3",20
1400057,"currentSavings","0",23
1400057,"location","62454699ced4ef4850a781984aca80e0",20
1400058,"currentSavings","3",23
1400058,"location","8569be891887aacf30f0cd30e272866b",20
1400059,"currentSavings","0",25
1400059,"location","00e0110785e648e8fdcb880c86d0f014",22
1400060,"currentSavings","0",21
1400060,"location","d8143bd4880b686ae441245f8237fd12",18
1400061,"currentSavings","1",23
1400061,"location","8569be891887aacf30f0cd30e272866b",20
1400062,"currentSavings","3",23
1400062,"location","8836dbb157546d4d0ad8ba575bca0e17",20
1400063,"currentSavings","0",24
1400063,"location","70bf777cc83dea60cec264b23ad4d34a",21
1400064,"currentSavings","4",25
1400064,"location","ff5e0db92a7dbf4d8b02c888188d76c3",22
1400065,"currentSavings","4",24
1400065,"location","79d40ec908dc7ee842105a346fe2c336",21
1400066,"currentSavings","2",24
1400066,"location","e632a8b80eb2c9daa3d3154e68a08127",21
1400067,"currentSavings","2",26
1400067,"location","633f6a54399fd8745558c6f9f6a2f9f1",23
1400068,"currentSavings","4",24
1400068,"location","ae7832c0696e99d2fbe8c9cdf4db1633",21
1400069,"currentSavings","3",25
1400069,"location","8d5679179e529f9ed2dfd332a526f51f",22
1400070,"currentSavings","2",22
1400070,"location","4d4cabfd9183255d1f5dd55076741520",19
1400071,"currentSavings","2",22
1400071,"location","302433cdeffc19beacd262acaee2005e",19
1400072,"currentSavings","3",23
1400072,"location","30c54fe92fc8181d33b91c6dbc8de9d7",20
1400073,"currentSavings","3",21
1400073,"location","185579414f75374765553e6113a4b9ee",18
1400074,"currentSavings","1",23
1400074,"location","141d660834334d8284a7dcaeb011ec86",20
1400075,"currentSavings","5",22
1400075,"location","36157dc9be261fec78aeee1a94158c26",19
1400076,"currentSavings","2",25
1400076,"location","55f658d44bed8bd311ee72f40cde2ad4",22
1400077,"currentSavings","1",25
1400077,"location","cb17e335975708e421cd8f480bfffacc",22
1400078,"currentSavings","2",26
1400078,"location","98b5d4ab932d4f8360a17742ecf1c7c1",23
1400079,"currentSavings","4",24
1400079,"location","60a9b957276fe0feea9a5ae732708681",21
1400080,"currentSavings","1",24
1400080,"location","22643e4a53683c92ff1b855a0733b635",21
1400081,"currentSavings","4",24
1400081,"location","540ce18c23a1eeda445745182c4ab285",21
1400082,"currentSavings","1",25
1400082,"location","3c4fa6308991b2385d8e8c1c17ac8b83",22
1400083,"currentSavings","2",23
1400083,"location","ab78539b493bdccd45c4ea4cf5c3c417",20
1400084,"currentSavings","0",25
1400084,"location","f645358b695e99125681b2129918ca81",22
1400085,"currentSavings","3",23
1400085,"location","34d783978177912bb1f619a60b4d763f",20
1400086,"currentSavings","3",24
1400086,"location","8e09c1416fa221eafaacbb6c60e11f02",21
1400087,"currentSavings","2",22
1400087,"location","c67c47db7c62cf7d1cb62bc14e4c71c6",19
1400088,"currentSavings","2",24
1400088,"location","d054464ac8500234f6f6baaf69f476ce",21
1400089,"currentSavings","1",23
1400089,"location","7b32a0b871a4c9613e4ed8c23c06869a",20
1400090,"currentSavings","1",25
1400090,"location","ca7f3d37b2540b00d99e2310903e7cd8",22
1400091,"currentSavings","2",25
1400091,"location","e60f9011ef48d8d02f27f16d2a8175c1",22
1400092,"currentSavings","2",26
1400092,"location","c53999f43b96c08a134948e0f74c86ad",23
1400093,"currentSavings","3",24
1400093,"location","8cad09283d1d6c5fb08daec8a576a72d",21
1400094,"currentSavings","3",24
1400094,"location","9bad02571a0355e4a035c155db391fcc",21
1400095,"currentSavings","1",24
1400095,"location","dfefdb1dd0d59ffe08fbd025adde70a3",21
1400096,"currentSavings","3",24
1400096,"location","62baf7629ffcc5b9f5a2aaa74da584e4",21
1400097,"currentSavings","2",22
1400097,"location","36ac2b589744fa94bfe694b604971bf0",19
1400098,"currentSavings","3",21
1400098,"location","b257ab6a4d4452e181b7998b5c6e38bc",18
1400099,"currentSavings","2",25
1400099,"location","6011e2cdf0cd58665384241464c1b7fb",22
1400100,"currentSavings","1",23
1400100,"location","6002876e352e7e0c9285f082d74dacf9",20
1400101,"currentSavings","2",25
1400101,"location","b0b9ca9da71c7b0dacd259bee9c69617",22
1400102,"currentSavings","4",23
1400102,"location","3cada881f3b050592205542b65552350",20
1400103,"currentSavings","2",23
1400103,"location","fe2e8c9e03498e3bd2c4c2205afdfc44",20
1400104,"currentSavings","2",25
1400104,"location","555d4939b10bf95704808379fb9d29d0",22
1400105,"currentSavings","1",25
1400105,"location","93fd69b9d722d5eb9924a8e48cad4c32",22
1400106,"currentSavings","3",24
1400106,"location","3e53ae683f8e8c84221db763b30fe907",21
1400107,"currentSavings","3",22
1400107,"location","df558f247b08c157adc8847bbb1a02a3",19
1400108,"currentSavings","4",23
1400108,"location","93fd69b9d722d5eb9924a8e48cad4c32",20
1400109,"currentSavings","3",25
1400109,"location","240a1ab5beb30441e354ce8f5820daa1",22
1400110,"currentSavings","0",21
1400110,"location","ac1195357ddafa8192abdf6fb2dde004",18
1400111,"currentSavings","3",23
1400111,"location","9bc804e36dfda950c21b6022e67863ef",20
1400112,"currentSavings","3",25
1400112,"location","ee4355ad016d8a5317ccbe0a449d9bb4",22
1400113,"currentSavings","4",24
1400113,"location","171de23c98ad9922430d976f4d7af7cc",21
1400114,"currentSavings","0",24
1400114,"location","a50ec9672646b5130c1dbbd7ee7b3684",21
1400115,"currentSavings","3",26
1400115,"location","26d6a19aa90f6ebffc2e94ca70a9ad49",23
1400116,"currentSavings","0",22
1400116,"location","619cf51c28c270562ce9f63f3b39101a",19
1400117,"currentSavings","3",24
1400117,"location","d5e95a3c9f187c3d683594cce22fc4b0",21
1400118,"currentSavings","3",24
1400118,"location","0028f6e9a0a1804b35c9bc8f953fc573",21
1400119,"currentSavings","3",25
1400119,"location","531a192ef56b0c958ae831a8c40898bb",22
1400120,"currentSavings","0",23
1400120,"location","7a5e06a8ab99eb8b1732907b4a833e3d",20
1400121,"currentSavings","0",22
1400121,"location","6e9bbaa8adc08210d74dc2b5e0668304",19
1400122,"currentSavings","0",23
1400122,"location","7e358686c3643badb832fb359fced0c9",20
1400123,"currentSavings","3",23
1400123,"location","fab95ca615e1403b9b80a661c156eb30",20
1400124,"currentSavings","4",24
1400124,"location","9efe243b021539547ad9bf24251bdfc2",21
1400125,"currentSavings","3",23
1400125,"location","fcc1ab387e9247cd26c69dec1ef956f1",20
1400126,"currentSavings","4",23
1400126,"location","10508a9cbb7a643e4737e14c464c3176",20
1400127,"currentSavings","2",25
1400127,"location","e6fa05c07b144b6ff4d1fd1cd2bbb244",22
1400128,"currentSavings","3",23
1400128,"location","88d25099b103efd638163ecb40a55589",20
1400129,"currentSavings","1",24
1400129,"location","19c39c8bf0684d1427d78fe3047d71d7",21
1400130,"currentSavings","3",24
1400130,"location","373321f3ae1bebd3f6818359b0f8f6e6",21
1400131,"currentSavings","1",25
1400131,"location","24226a9744b31820e21fa7afd49d1cae",22
1400132,"currentSavings","3",23
1400132,"location","7574e37143ee6a7a28998977d0ce4c3f",20
1400133,"currentSavings","4",23
1400133,"location","e2c75fdd8ccb9ac60cd627d3fc1aafa4",20
1400134,"currentSavings","4",25
1400134,"location","28533e0beb55e75b9c65c1b060043c98",22
1400135,"currentSavings","3",22
1400135,"location","25a66e13390694e2b55814e888c8d3f0",19
1400136,"currentSavings","3",22
1400136,"location","32bdf2810085acb578eb556b37e62637",19
1400137,"currentSavings","3",23
