session_id,"question_key","answer_value",answer_order
1407180,"currentSavings","4",24
1407180,"location","7971de21d99f43be2a621e49af40847b",21
1407181,"currentSavings","3",23
1407181,"location","8b0c9f7e039ffe56c4100e06634dd815",20
1407182,"currentSavings","2",23
1407182,"location","c6a7290879535718fb7f85797028d9fe",20
1407183,"currentSavings","4",24
1407183,"location","d65bffd28c396d6b8b64582fd749730c",21
1407184,"currentSavings","0",23
1407184,"location","3a306175f67a55f3cb1f66db3509cac9",20
1407185,"currentSavings","2",24
1407185,"location","83090c01439248df6fefaacd59c105ff",21
1407186,"currentSavings","3",25
1407186,"location","79778539c65bffa4a3c2d44d56c16d91",22
1407187,"currentSavings","1",24
1407187,"location","576859add28f16b1b35f428620ffd017",21
1407188,"currentSavings","1",24
1407188,"location","85b84d4c08f29bfd2e2279a8bda7c476",21
1407189,"currentSavings","2",23
1407189,"location","8c19c8f5a3b029dbbb74fa00624201ed",20
1407190,"currentSavings","2",24
1407190,"location","c3a83e015935188821aa9ee65e6b322f",21
1407191,"currentSavings","3",24
1407191,"location","2f416c20e3384093da2b617829e8bab6",21
1407192,"currentSavings","2",25
1407192,"location","530b6135e4a6c0f17dc737b3dd0aba46",22
1407193,"currentSavings","3",24
1407193,"location","87896a4f32e7a4842b220691cf6e51d7",21
1407194,"currentSavings","5",24
1407194,"location","47e4663539e50e65a8385bca776aa0f1",21
1407195,"currentSavings","1",22
1407195,"location","c13ef8d418c19de034d14d0f0864ff2e",19
1407196,"currentSavings","1",25
1407196,"location","f8904f7a89042deb440499caae194d40",22
1407197,"currentSavings","3",22
1407197,"location","3569ced5d21506feef9e1ce0cd9e0178",19
1407198,"currentSavings","3",21
1407198,"location","fb8062d98de2413ae3bb5953582ba9b3",18
1407199,"currentSavings","4",25
1407199,"location","a624873c42ee905ecc113ce243187740",22
1407200,"currentSavings","1",23
1407200,"location","4164c914921eef44731189a11364e217",20
1407201,"currentSavings","3",23
1407201,"location","c2b8ebbde383625a81ba05a0f7b7192d",20
1407202,"currentSavings","3",24
1407202,"location","51a93b1b7421fc7ca001d7793eadb53b",21
1407203,"currentSavings","3",24
1407203,"location","de38b9116626d59b361994e00875feb8",21
1407204,"currentSavings","3",23
1407204,"location","2dbd887f10d1e5d9deba4cc892caeb90",20
1407205,"currentSavings","4",24
1407205,"location","28a683e30d2521f2051d3a24e32cc65b",21
1407206,"currentSavings","0",24
1407206,"location","ad8db644064a63ee9ab70ba55e719135",21
1407207,"currentSavings","0",24
1407207,"location","7669978d43b45201da2c331c30b78690",21
1407208,"currentSavings","3",23
1407208,"location","1c510bcfc31cc54e674c2a53ce0989d5",20
1407209,"currentSavings","0",24
1407209,"location","826cf529c0ccc43058ed96e01696c797",21
1407210,"currentSavings","4",24
1407210,"location","cf4d5c5671ed2fd27e17936a41fcb9e5",21
1407211,"currentSavings","2",22
1407211,"location","ff3e7e5ca2f0e0d94bff1aabf7ed6ff3",19
1407212,"currentSavings","1",23
1407212,"location","ff0fc3ec98bee4d60b4cf39b2d7e88e3",20
1407213,"currentSavings","2",24
1407213,"location","c5de923f1e4f4b9f4d0546b22e91586f",21
1407214,"currentSavings","3",23
1407214,"location","99fc32e3c05e03597a692c4fd9a9d162",20
1407215,"currentSavings","3",24
1407215,"location","59648d652fad22ac8bf171feba88c928",21
1407216,"currentSavings","3",24
1407216,"location","e93912430008b1a9b5ff0bf3ec4b235f",21
1407217,"currentSavings","2",22
1407217,"location","a9ca4ff9b3fbbfd6b427ef5503cfeda4",19
1407218,"currentSavings","4",24
1407218,"location","dd81450c8861a32004d657e2b04f386d",21
1407219,"currentSavings","0",24
1407219,"location","6e3b2788095cf836b276d237310f872f",21
1407220,"currentSavings","3",23
1407220,"location","9802e8b631921383a4b9426bbae4a531",20
1407221,"currentSavings","2",23
1407221,"location","241393669823fc88e479a88090df91c6",20
1407222,"currentSavings","0",22
1407222,"location","c7619964dbade773bc0658ed4789dbea",19
1407223,"currentSavings","2",23
1407223,"location","7d348be465a24fdb6406c44428cce9a1",20
1407224,"currentSavings","2",23
1407224,"location","441db0432de328365adeae37fbee3920",20
1407225,"currentSavings","0",25
1407225,"location","c5753f81a579a4e12222646508843922",22
1407226,"currentSavings","2",25
1407226,"location","7d74f0aa3521a78533a8e8d6a6b5b8a1",22
1407227,"currentSavings","1",23
1407227,"location","046997696670dbd3c8d37ae519f18dfb",20
1407228,"currentSavings","4",23
1407228,"location","4c4be7dde2f7428ace151ce65a196931",20
1407229,"currentSavings","3",25
1407229,"location","4b9b68312b49ae775e7e0c109cb63e4b",22
1407230,"currentSavings","1",26
1407230,"location","7398bb10be5667e31a146489d65cf5f6",23
1407231,"currentSavings","3",22
1407231,"location","5d6b626c7966fea8ed15b90188f75e84",19
1407232,"currentSavings","4",25
1407232,"location","28beb742d3db60ae6dd9d49cf9cd0997",22
1407233,"currentSavings","3",23
1407233,"location","7a5b37ce860348236c8084b4ac31c959",20
1407234,"currentSavings","1",24
1407234,"location","4c360f994b660cbe17d21320dbd2eece",21
1407235,"currentSavings","0",22
1407235,"location","c5459febb830e6f9a589939159028751",19
1407236,"currentSavings","0",22
1407236,"location","ceda11c08b37b8f0f53306428c9b6046",19
1407237,"currentSavings","3",22
1407237,"location","a525cd102b157e7b7e69049fe0fa8e12",19
1407238,"currentSavings","3",22
1407238,"location","e05baf3e0c3214593c5ee81af5917770",19
1407239,"currentSavings","1",22
1407239,"location","1921e14349820cc66e19220da2839247",19
1407240,"currentSavings","2",23
1407240,"location","e30287ddbadbec57e134f8f3efce0e8d",20
1407241,"currentSavings","3",23
1407241,"location","5e2fc66b7aaa02f77df5a42a0ffdd488",20
1407242,"currentSavings","3",23
1407242,"location","9a77a5e5c52ffc0196bd37182833fc85",20
1407243,"currentSavings","4",23
1407243,"location","e7896283fcae240c9abb874a70a5afd2",20
1407244,"currentSavings","1",24
1407244,"location","97ac043e24f12ce6b09bb8817efce982",21
1407245,"currentSavings","4",24
1407245,"location","aa7a3d8aab967b40498ca2f65c48d7d4",21
1407246,"currentSavings","0",22
1407246,"location","396d31fd4ab8de9d3639acd68f016044",19
1407247,"currentSavings","3",24
1407247,"location","1105d4e261b6276bc278026b729386d6",21
1407248,"currentSavings","3",23
1407248,"location","065540eecacb11f94a1ff487d6b49e18",20
1407249,"currentSavings","4",24
1407249,"location","042d2fe3fffea5a17d72443d20b8d454",21
1407250,"currentSavings","3",23
1407250,"location","3b95ec29f7101ef65c5a1915d26e9926",20
1407251,"currentSavings","4",23
1407251,"location","81b993dae9d5735b0714c325c526aee5",20
1407252,"currentSavings","0",22
1407252,"location","2a8009525763356ad5e3bb48b7475b4d",19
1407253,"currentSavings","3",25
1407253,"location","5b347a27844fa303dd8c02b7da1c9206",22
1407254,"currentSavings","2",24
1407254,"location","84de9d89100ffc642b4d843e09873f91",21
1407255,"currentSavings","1",22
1407255,"location","2e3517ba49c2a7c999b9c8381185ae4e",19
1407256,"currentSavings","3",23
1407256,"location","3501f2e8a233c4273f0fe33f739378b0",20
1407257,"currentSavings","3",24
1407257,"location","0955b0c52f0e159e465b110315bd3aa4",21
1407258,"currentSavings","0",22
1407258,"location","131185c828857c1be44756bd59766432",19
1407259,"currentSavings","5",23
1407259,"location","5732c659cce083fb6eceea71aec9f6d3",20
1407260,"currentSavings","0",26
1407260,"location","f10424d2b1cbf840765291e98f4ea293",23
1407261,"currentSavings","1",23
1407261,"location","0f6b1f657ac30ab76519ed4c677e9909",20
1407262,"currentSavings","4",23
1407262,"location","a1d821389302a894d408d3da13a74fe0",20
1407263,"currentSavings","4",24
1407263,"location","16134efbad861f39a27053b665c0070f",21
1407264,"currentSavings","4",25
1407264,"location","7c8756192f5adbcebd0ee0ea9f399c2a",22
1407265,"currentSavings","3",23
1407265,"location","9d223723152194d11fe071289ed8d699",20
1407266,"currentSavings","3",23
1407266,"location","9309d0c4e2ccbf70a88489963e6b6ec5",20
1407267,"currentSavings","0",24
1407267,"location","1803742335a36a204b9df8ec6ff20a36",21
1407268,"currentSavings","0",23
1407268,"location","21ad505564e0b38e52568c3977475735",20
1407269,"currentSavings","4",24
1407269,"location","51ece4029cf46868d10fa2e1bef17b3f",21
1407270,"currentSavings","3",23
1407270,"location","8c51bfe45107c445bcd980ab4307cad9",20
1407271,"currentSavings","3",26
1407271,"location","4087e9b879a660c898f68c467aea19f5",23
1407272,"currentSavings","2",22
1407272,"location","553b5b9ed7e16c3f3d6bcb4094024b27",19
1407273,"currentSavings","0",24
1407273,"location","a18128daad05bf1de8ab6530a5f3b287",21
1407274,"currentSavings","2",23
1407274,"location","94c8e4495d11846b18dd44998eed4968",20
1407275,"currentSavings","1",24
1407275,"location","8dc3c265ec144154a766774669fa35b8",21
1407276,"currentSavings","0",25
1407276,"location","0e679e39b6b60c9544f3215a9505f119",22
1407277,"currentSavings","1",22
1407277,"location","9f253febec7af6d9a5fb3811fd5e8b97",19
1407278,"currentSavings","4",23
1407278,"location","a256147c9ed7998d36a10038d1eaa7ea",20
1407279,"currentSavings","0",23
1407279,"location","33c192a4c5e4534a10a0f8176afd7d1d",20
1407280,"currentSavings","3",25
1407280,"location","bc89fec23f30913f77a946050ba107c1",22
1407281,"currentSavings","2",26
1407281,"location","e4896488c5652d4055ab54948d9a6284",23
1407282,"currentSavings","1",24
1407282,"location","93ac943bbd3db1df6d5569e603155b52",21
1407283,"currentSavings","2",22
1407283,"location","62f6bceb09ed4b4c9e39a79babba985e",19
1407284,"currentSavings","3",24
1407284,"location","5e70fb4a015f91554fd3480becd9aca1",21
1407285,"currentSavings","2",23
1407285,"location","fed540390a4f67cbb118e3a9841eb650",20
1407286,"currentSavings","4",23
1407286,"location","bd32265048804230aba783d1a3acc847",20
1407287,"currentSavings","3",24
1407287,"location","0dc5daa36f3c5390b86b31be0e3bee9f",21
1407288,"currentSavings","1",23
1407288,"location","cf3c6554ad00bedbfcad15f7ea7d5879",20
1407289,"currentSavings","2",24
1407289,"location","ad7030d0d43a7f5903f38cc76af762a5",21
1407290,"currentSavings","2",25
1407290,"location","22b9d093909f9b972f11ad5e246e5134",22
1407291,"currentSavings","0",24
1407291,"location","6fc6030ed00652597b3bdfad468871e6",21
1407292,"currentSavings","4",23
1407292,"location","8e2f32d963726b000e9f6489f5352cfe",20
1407293,"currentSavings","1",23
1407293,"location","03fc42929327f24cb152415cbe7aadc8",20
1407294,"currentSavings","0",23
1407294,"location","b02ec300f88363cac4572b8084bad604",20
1407295,"currentSavings","4",25
1407295,"location","91e442f8a038f921905dbd2e9b2a5fea",22
1407296,"currentSavings","4",25
1407296,"location","76201f7391aebe66660d4c3917114cbe",22
1407297,"currentSavings","4",24
1407297,"location","38da564a24ac6d5fe2577c2e76a12125",21
1407298,"currentSavings","2",25
1407298,"location","bacd9174d1e7fc102548914bd9e5bade",22
1407299,"currentSavings","4",24
1407299,"location","fc4086d44c30e34b3ffe83b44db222a9",21
1407300,"currentSavings","3",23
1407300,"location","c2da81c90fcb75b6acb3bb56cb131517",20
1407301,"currentSavings","3",22
1407301,"location","8b649862360f1c2b5ccee333c282b1d4",19
1407302,"currentSavings","3",23
1407302,"location","213b02656165a6616f061c0722955a46",20
1407303,"currentSavings","3",23
1407303,"location","d4f0f0806b7338733b81d7745499dd4b",20
1407304,"currentSavings","3",25
1407304,"location","a1d4643376bf11b37c51f5c76fcaff79",22
1407305,"currentSavings","2",23
1407305,"location","1f3aef38e506bfdee6b55de2b2c60feb",20
1407306,"currentSavings","3",23
1407306,"location","05204fdf0a9a07a4eac25ec99af7ae24",20
1407307,"currentSavings","0",25
1407307,"location","b54372490fb6e3ccace51c0e3541db08",22
1407308,"currentSavings","3",22
1407308,"location","d25f0531c49e871645afb5876c70a211",19
1407309,"currentSavings","0",22
1407309,"location","9c6183bdf4637455ff537a54bc6903b5",19
1407310,"currentSavings","3",23
1407310,"location","e05704968a3070a2e5e3f1c2d77da9f5",20
1407311,"currentSavings","4",25
1407311,"location","f7e3b9df4fd0b3183fc4f380480c7788",22
1407312,"currentSavings","5",23
1407312,"location","a745ce8925aade0437753b3e9dba94b4",20
1407313,"currentSavings","2",25
1407313,"location","fbc71990ba3bd9c8948ad8e7461a7406",22
1407314,"currentSavings","3",23
1407314,"location","e9ec5cfa0cf84fc2ab77f6852f1ba178",20
1407315,"currentSavings","4",24
1407315,"location","eb3e80874eb6c2cb76d721498e7b09ba",21
1407316,"currentSavings","3",22
1407316,"location","bbcd3908154b270b2a064870880d9090",19
1407317,"currentSavings","0",21
1407317,"location","5b414173ca9ad09a02478c7e9cd0b96e",18
1407318,"currentSavings","3",24
1407318,"location","800862d33bc206a53900f4309803c387",21
1407319,"currentSavings","3",26
1407319,"location","c96b5ab3e42e45e1de64114c04afdaf5",23
1407320,"currentSavings","2",22
1407320,"location","62e125fde0037ef78106973d7d91c94e",19
1407321,"currentSavings","0",23
1407321,"location","dd3a2c901ec47376fde2285238e08358",20
1407322,"currentSavings","0",24
1407322,"location","56718cda2e544e4cd4265b8c508a0f01",21
1407323,"currentSavings","4",22
1407323,"location","32b0ba0a2f3e3fbd3adafd42032e2d8a",19
1407324,"currentSavings","4",23
1407324,"location","393645bf994114c23be28028a47a77a0",20
1407325,"currentSavings","4",24
1407325,"location","0dbcc22a131326b8056b0c26d845dda3",21
1407326,"currentSavings","3",23
1407326,"location","9afdf189fcae8189c250865783d52630",20
1407327,"currentSavings","5",23
1407327,"location","4e7c9220f337ab806948e77c710339a5",20
1407328,"currentSavings","3",23
1407328,"location","f1da17f5d48960dc3c68471e46113a66",20
1407329,"currentSavings","0",24
1407329,"location","385cc545400c1fd8ae301308b5401834",21
1407330,"currentSavings","0",25
1407330,"location","14f42f21bbaa0d21aa1df284ee48ed40",22
1407331,"currentSavings","4",23
1407331,"location","a484acecdafdcfb78cee4ffa615eb258",20
1407332,"currentSavings","3",23
1407332,"location","b82b1c2afe93439b68c4a4945a27daf2",20
1407333,"currentSavings","3",23
1407333,"location","a1e8a7a500919db8c5a7bd539b26dc04",20
1407334,"currentSavings","3",23
1407334,"location","935587fb38add6e643e5230de90ba5b8",20
1407335,"currentSavings","3",23
1407335,"location","8cb060b4a9c350a9d34b588479d20c9f",20
1407336,"currentSavings","3",25
1407336,"location","0d8f46159d977540cc20b5fe7cf8ed01",22
1407337,"currentSavings","1",23
1407337,"location","8449e61bc25fa929b08fd3b7dc1a3ea4",20
1407338,"currentSavings","4",24
1407338,"location","0f3a2f98e96a7814843c08149489dc12",21
1407339,"currentSavings","4",23
1407339,"location","27e538ed23bd3a0aab29792b6e0171e0",20
1407340,"currentSavings","3",22
1407340,"location","6878e285968b17748945119c0b32a523",19
1407341,"currentSavings","2",23
1407341,"location","93ac943bbd3db1df6d5569e603155b52",20
1407342,"currentSavings","0",24
1407342,"location","cd21a28db499138a937e04873df0443a",21
1407343,"currentSavings","3",22
1407343,"location","789ac459731d88cd53599cfa42270446",19
1407344,"currentSavings","0",24
1407344,"location","28b430b807e6a7bd1fb80cc77c9a7361",21
1407345,"currentSavings","2",25
1407345,"location","8f7552fdb6911a4fb5af7e4cd190bce8",22
1407346,"currentSavings","3",25
1407346,"location","5af2de2fbcd7535745699d05f0481ca4",22
1407347,"currentSavings","3",24
1407347,"location","31512882b56aad75c6cce98a40cbafe4",21
1407348,"currentSavings","4",24
1407348,"location","8b7cdbd7faa3bbe65b8499c8f0cf2436",21
1407349,"currentSavings","2",24
1407349,"location","f34d3f5532b0dce1ef66eb6c5a5c7db9",21
1407350,"currentSavings","2",22
1407350,"location","ca5520b5672ea120b23bde75c46e76c6",19
1407351,"currentSavings","0",22
1407351,"location","7b52eb77165920d3c5705c26ea6dd813",19
1407352,"currentSavings","2",23
1407352,"location","7839a539755e35dc00b94115f3402515",20
1407353,"currentSavings","0",23
1407353,"location","75a708e5dcb90a319f9c89ef30f46d06",20
1407354,"currentSavings","2",23
1407354,"location","90891a9a4f5917b3f05a0e7b18f49bd4",20
1407355,"currentSavings","3",23
1407355,"location","c6658b9520bb26a3ffbaa50e7404f7fa",20
1407356,"currentSavings","2",24
1407356,"location","8dd831e4a369590fd04f354d960b2967",21
1407357,"currentSavings","3",23
1407357,"location","367ac971f08b41f2fe1248a63e28e837",20
1407358,"currentSavings","3",24
1407358,"location","6a434a95b06ff93faf60f5c66bd87dc7",21
1407359,"currentSavings","4",24
1407359,"location","f4c5d6f82c2b24aa75bcca1aaca4a6bb",21
1407360,"currentSavings","4",23
1407360,"location","6e61cbdbe460405f6922836aa5cff005",20
1407361,"currentSavings","4",23
1407361,"location","4c282b63af1250f5eefa438174941e8d",20
1407362,"currentSavings","0",23
1407362,"location","ccc661622a57c6f939114dd918109fde",20
1407363,"currentSavings","5",23
1407363,"location","75011966c617740dd741796b6710c7f0",20
1407364,"currentSavings","0",23
1407364,"location","468aa3cc7c71de177f7e6a02d55c9dba",20
1407365,"currentSavings","4",23
1407365,"location","aa7a3d8aab967b40498ca2f65c48d7d4",20
1407366,"currentSavings","2",23
1407366,"location","70235e7547288210d80d04d800234463",20
1407367,"currentSavings","1",25
1407367,"location","a04636787025080d6457296d5ee2ca66",22
1407368,"currentSavings","0",24
1407368,"location","69e7c070aa9a41a9f4120aa47ff3e806",21
1407369,"currentSavings","3",23
1407369,"location","4ab057abd6bff46f45a5740a95fba217",20
1407370,"currentSavings","0",26
1407370,"location","b2162cfe0ee06de05d193bee50cb950f",23
1407371,"currentSavings","3",24
1407371,"location","87c7b478058d2d71826c188171f7778a",21
1407372,"currentSavings","3",25
1407372,"location","71cd82385557b7d41c4c18e1a40e0979",22
1407373,"currentSavings","4",23
1407373,"location","c8bfde373852a0ec6e7e532fd157a12f",20
1407374,"currentSavings","2",25
1407374,"location","84a9f64106792dd9b7e5ba4d631ac12e",22
1407375,"currentSavings","4",26
1407375,"location","470edeb049282c5c77b73614a70af850",23
1407376,"currentSavings","5",24
1407376,"location","fa838b3fdd227bb6a86fb390e65f6d6e",21
1407377,"currentSavings","2",24
1407377,"location","6b193c9c6c6065dc86212c6e17e42b71",21
1407378,"currentSavings","3",24
1407378,"location","5fe6b849fbf264bf68e4602074f10809",21
1407379,"currentSavings","2",22
1407379,"location","cdd7da5c0696e931cef4d22f7b0cb58c",19
1407380,"currentSavings","2",24
1407380,"location","2d550ce33d852fefb9e684a116b25cc9",21
1407381,"currentSavings","0",23
1407381,"location","c12e7ed7912df8728b06ac86ad8333ff",20
1407382,"currentSavings","3",23
1407382,"location","39183d4b26c4bb6f1a69b8040cfc8960",20
1407383,"currentSavings","0",24
1407383,"location","11fbb7c415eece0299a05cbfc9e95eaa",21
1407384,"currentSavings","2",25
1407384,"location","7d74f0aa3521a78533a8e8d6a6b5b8a1",22
1407385,"currentSavings","0",23
1407385,"location","1c04abeb85a834a19e1ace9220311fe2",20
1407386,"currentSavings","2",23
1407386,"location","ad92301430dc5fe354e6d0b1946e537f",20
1407387,"currentSavings","2",24
1407387,"location","ff0921ff57d809cb0649b1e1238dc448",21
1407388,"currentSavings","0",22
1407388,"location","e6fa05c07b144b6ff4d1fd1cd2bbb244",19
1407389,"currentSavings","0",24
1407389,"location","cad4606b0da5f6d526fcbba8519d15ab",21
1407390,"currentSavings","3",21
1407390,"location","ce9a6fb2becc2d235e62b125e9260102",18
1407391,"currentSavings","2",21
1407391,"location","372fd987ae6e6c94ea921ffefe33668f",18
1407392,"currentSavings","1",24
1407392,"location","a42dc997841986984556c16af09edc0a",21
1407393,"currentSavings","3",23
1407393,"location","c4168957a57cb283dbcce2323929d234",20
1407394,"currentSavings","0",22
1407394,"location","3c7006214531d303fa17d79bce3bd494",19
1407395,"currentSavings","2",23
1407395,"location","216e6d3c01811c42bbe15f68c6951285",20
1407396,"currentSavings","3",24
1407396,"location","ecc1d44b677d62d29e0f646131316ca6",21
1407397,"currentSavings","3",23
1407397,"location","1887b07316b9161692d54fcdbbd41e46",20
1407398,"currentSavings","3",23
1407398,"location","37c77fc83549b5204e788fb979887c92",20
1407399,"currentSavings","0",21
1407399,"location","95c53bef3a103e8b44415dd40a0326ff",18
1407400,"currentSavings","3",22
1407400,"location","84945b940112f606bfbef8b380d9cec0",19
1407401,"currentSavings","2",23
1407401,"location","393645bf994114c23be28028a47a77a0",20
1407402,"currentSavings","1",22
1407402,"location","1350367b7793b09f46963b2bd8bf8ae1",19
1407403,"currentSavings","4",24
1407403,"location","88ec5df775e0829fcfda406ee2cebd69",21
1407404,"currentSavings","4",23
1407404,"location","b8c1ca2bded145de5e4533ae4f9b3b35",20
1407405,"currentSavings","4",26
1407405,"location","1ff4dc549f35ef8cbdcb51f0dc4972a8",23
1407406,"currentSavings","3",24
1407406,"location","c0d95a8333a67c5bf58e66f15d62eea2",21
1407407,"currentSavings","4",22
1407407,"location","93a92b9ebd5ab848605dff032792f69a",19
1407408,"currentSavings","4",23
1407408,"location","b4b51f8efda3a70c3b76d43c190e3036",20
1407409,"currentSavings","2",23
1407409,"location","84634b38369065bd59d7093454b8d8d5",20
1407410,"currentSavings","1",24
1407410,"location","ce7c0dcb707083a5953857be0416db44",21
1407411,"currentSavings","3",24
1407411,"location","9f3a66823a9c66e1283f0505d6509768",21
1407412,"currentSavings","3",23
1407412,"location","07c4e1bc5b4228901136e90dad3209a2",20
1407413,"currentSavings","4",23
1407413,"location","97fad65319f26ae8c99e0a47a7ca7d57",20
1407414,"currentSavings","1",23
1407414,"location","93753c80f6a32ce7922fe7723977d229",20
1407415,"currentSavings","3",24
1407415,"location","3f711a4f7e811694f4d0bd5f6c9e1681",21
1407416,"currentSavings","3",23
1407416,"location","8f2525ca728c98defbd9adc55c7ef3fc",20
1407417,"currentSavings","3",23
1407417,"location","83090c01439248df6fefaacd59c105ff",20
1407418,"currentSavings","0",23
1407418,"location","1bbd2e9790d861954b9e16f91e593965",20
1407419,"currentSavings","4",24
1407419,"location","7fc67a493d49abe6d0500d56675f41b2",21
1407420,"currentSavings","4",23
1407420,"location","eb44ca5ed97e5c4d9daf0acc372be261",20
1407421,"currentSavings","1",22
1407421,"location","02af07ab8a2782c8790a015fb912f677",19
1407422,"currentSavings","3",24
1407422,"location","f87b22f64662b08c0088d4d7d93c7aad",21
1407423,"currentSavings","4",21
1407423,"location","d3ed9e3df6007d59a203f7b692880796",18
1407424,"currentSavings","4",22
1407424,"location","79557cb93066f4470b8cee6e9110f757",19
1407425,"currentSavings","4",23
1407425,"location","13ce5016624156f2ace90fdd465f8f39",20
1407426,"currentSavings","2",25
1407426,"location","1730f69e6f66d5f0c741799e82351f81",22
1407427,"currentSavings","0",24
1407427,"location","14b9b4f4af7ef06d61ddb3e5e941de9c",21
1407428,"currentSavings","3",26
1407428,"location","8c3f348513ccf819c79fc556597faf31",23
1407429,"currentSavings","1",21
1407429,"location","e0eb3d5aa57420ff4d5c3c183ab411c6",18
1407430,"currentSavings","4",23
1407430,"location","5be33cbb47ad8d81cc21f8dc13bfc214",20
1407431,"currentSavings","3",23
1407431,"location","bfb19e4ff777faf703be10e2221177bc",20
1407432,"currentSavings","3",23
1407432,"location","d4997a3902fbc413800ca3770668e74b",20
1407433,"currentSavings","4",23
1407433,"location","f7840372da5ad42b5a4b2ce7cc30e3de",20
1407434,"currentSavings","4",24
1407434,"location","e208dca91ccd1add6e1a044d66dc1263",21
1407435,"currentSavings","2",22
1407435,"location","5662a9826d649393c8a6df7dd5792e35",19
1407436,"currentSavings","3",24
1407436,"location","640230229f8270b2d23ff0f572d7620d",21
1407437,"currentSavings","2",24
1407437,"location","b7425de83e28220a3f8054b0a0b5a0ab",21
1407438,"currentSavings","3",24
1407438,"location","d92658911d0b0eedbeba5654b1500bad",21
1407439,"currentSavings","1",23
1407439,"location","de8a069560656b3d77389be76a8e09c3",20
1407440,"currentSavings","3",24
1407440,"location","3344c30b90c7038aeb1b0dedc8def929",21
1407441,"currentSavings","1",23
1407441,"location","adcaec3805aa912c0d0b14a81bedb6ff",20
1407442,"currentSavings","4",24
1407442,"location","4af3d3800682906c70262669d37d962e",21
1407443,"currentSavings","4",24
1407443,"location","99cc801d75cb19bfa907b4bc028dba4f",21
1407444,"currentSavings","4",24
1407444,"location","a26a33f9a64c0713846b9b57509f9709",21
1407445,"currentSavings","4",25
1407445,"location","a83d567f09e542dbe66a7e1a9430504a",22
1407446,"currentSavings","0",24
1407446,"location","a383a1e3ca6430257ba0948d62a03412",21
1407447,"currentSavings","3",24
1407447,"location","fd62d79db793290e0fa2e749bc13617f",21
1407448,"currentSavings","2",24
1407448,"location","2dd6e33e8e3b1528d5bc2d54b4a64f1c",21
1407449,"currentSavings","3",24
1407449,"location","c310098ce0728b406d1abc1b04d96d74",21
1407450,"currentSavings","0",22
1407450,"location","6dd7c703068fe3f6d84b2d6d9da3a93f",19
1407451,"currentSavings","1",24
1407451,"location","1e994cc16054b6fb597dd3a3aa566534",21
1407452,"currentSavings","1",23
1407452,"location","8e09c1416fa221eafaacbb6c60e11f02",20
1407453,"currentSavings","4",24
1407453,"location","25429eb3b3e736404d9e79fd480738d4",21
1407454,"currentSavings","4",25
1407454,"location","332e7c04d4b04597a1e1417b13e88a7e",22
1407455,"currentSavings","2",22
1407455,"location","b0c1a0913aca26a9ae5b66d3d8058f68",19
1407456,"currentSavings","3",24
1407456,"location","5f190feb625339292b1a5ff3e8fbd165",21
1407457,"currentSavings","0",24
1407457,"location","2aaded3b0e301339d95920c907a40703",21
1407458,"currentSavings","5",23
1407458,"location","fcac33d3c244965edd65f81b41682c57",20
1407459,"currentSavings","2",25
1407459,"location","1268adfb5db8c00c75b37961e8a9b787",22
1407460,"currentSavings","2",25
1407460,"location","2df9225a03b1cfd5294697afe5cbcd91",22
1407461,"currentSavings","4",24
1407461,"location","0b14d35e92f96497d0cabd0ebe9ea566",21
1407462,"currentSavings","2",25
1407462,"location","7092d5eb1bbca1a22bdc69ba3f517e68",22
1407463,"currentSavings","3",23
1407463,"location","aca8d4b0dd45052f72fc42d3e5a5deff",20
1407464,"currentSavings","2",23
1407464,"location","f5e2e5bc65bce4f8d1c7c67acc428f8f",20
1407465,"currentSavings","0",23
1407465,"location","f4b31bee138ff5f7b84ce1575a738f95",20
1407466,"currentSavings","4",24
1407466,"location","6c6ad2f1b7908e8701dcc0295f5c475d",21
1407467,"currentSavings","3",23
1407467,"location","a6786cd241e6e104b7e183f89d765b9f",20
1407468,"currentSavings","3",25
1407468,"location","b09fb8bf40557643eb5d1d7982b75f02",22
1407469,"currentSavings","4",23
1407469,"location","3f5a51db5c7936950261ef1da3b25202",20
1407470,"currentSavings","4",23
1407470,"location","04580c6b47d0df5d7d05c89b1c7eb4d3",20
1407471,"currentSavings","4",22
1407471,"location","7c2cb5eb5f7118f15fd4d8f075cb891a",19
1407472,"currentSavings","1",22
1407472,"location","2383c7d07bce3c82e6da7741782de416",19
1407473,"currentSavings","0",25
1407473,"location","9fc79dcbe1e4738e4fe95d8d96addf15",22
1407474,"currentSavings","3",23
1407474,"location","5567092517e0ed42d94cf318195e0737",20
1407475,"currentSavings","1",22
1407475,"location","7c405873709a48f267606026dc6b4f00",19
1407476,"currentSavings","0",25
1407476,"location","1ce9168a60deae4a994dbd5b2d145699",22
1407477,"currentSavings","3",24
1407477,"location","e0413443ad67ce88208e6159c63b742f",21
1407478,"currentSavings","0",24
1407478,"location","4c8e2f2917870cd86d11367c5661cdee",21
1407479,"currentSavings","3",24
1407479,"location","951ff4e98728489ab3949b77a11507e2",21
1407480,"currentSavings","2",23
1407480,"location","37958545d5af4bb98b93a3cbb651be72",20
1407481,"currentSavings","3",22
1407481,"location","18e2d42bede1f02c67e040d1657ba805",19
1407482,"currentSavings","3",24
1407482,"location","a813f6133031aa997c1223aca7ef7cf8",21
1407483,"currentSavings","4",23
1407483,"location","7d9151910198dc0e9938f28d90b3723a",20
1407484,"currentSavings","2",24
